, Gross Profit to Sales, Net Income to Total Assets, Operating Gross Margin, Operating Profit Rate, Operating Expense Rate, Cash flow rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Cash Reinvestment %, ROA(A) before interest and % after tax
0,0.601453290101533,0.716845343217827,0.601457213277793,0.998969203197885,0.0001256968688759,0.458143143520965,0.217535386199635,4980000000.0,0.000326977269203,0.363725271040572,0.424389446140427
1,0.610236525929872,0.795297136043035,0.610235085544617,0.998945978205482,0.0002897850537287,0.461867257156757,0.217619596450422,6110000000.0,0.0004430401005442,0.376709139003763,0.53821412996075
2,0.601449340486212,0.774669696989803,0.601450006486113,0.998857353483229,0.0002361297205563,0.458520587470538,0.217601298963609,7280000000.0,0.0003964253147034,0.368913229760441,0.499018752725687
3,0.583537612244893,0.739554525158061,0.583541129160121,0.998699747067122,0.0001078888488144,0.465705442741753,0.217568188277463,4880000000.0,0.0003824259063219,0.384076599232517,0.451264718709115
4,0.598781509888099,0.79501587263578,0.598783493564335,0.998973131803565,7890000000.0,0.462746282177097,0.217625639200419,5510000000.0,0.0004389475818729,0.379689653887709,0.538432184910597
5,0.590172326668232,0.710420495100948,0.590171377506162,0.998758098416194,0.0001571499952184,0.465861452907577,0.21756642290514,608000000.0,0.0003517819250519,0.388025781453746,0.415176624509376
6,0.619948867179148,0.736619097683939,0.619949840729904,0.998993121473643,0.0003984833580005,0.461020105181047,0.217604461369292,5720000000.0,0.0003517569706697,0.375302708542901,0.445704317488007
7,0.601739340003798,0.815350392476567,0.601738278153332,0.999008951443589,9000000000.0,0.467023980272263,0.217633191808323,6630000000.0,0.0004510504572116,0.384234939085727,0.570922372437854
8,0.603613451066988,0.803647289792132,0.603612043990256,0.998960768250395,0.000168713644609,0.463142178941983,0.217653752422812,6890000000.0,0.0004527224008151,0.377994486047465,0.545137374618404
9,0.599205074060972,0.804194656500343,0.599208694273483,0.999000632043326,5820000000.0,0.470575308455583,0.217700368870897,5550000000.0,0.0004449116792048,0.390084199545471,0.550915830789359
10,0.614021192921905,0.814110614307489,0.61402585796855,0.998978446975956,0.0003181159947357,0.464818030078089,0.217580210728446,747000000.0,0.0004485550189975,0.374278156551544,0.56754252071522
11,0.623709203433841,0.804886952966321,0.623711785987114,0.998975327200857,0.000476653627881,0.465490719072662,0.217296579772641,5730000000.0,0.0004550681127365,0.379941134831042,0.549716528565198
12,0.608125444361497,0.803260160615522,0.608130702373917,0.999044886630839,0.0001571499952184,0.464100047809567,0.217655826403453,7220000000.0,0.0004429652373977,0.3815711039082,0.551569995638901
13,0.600577557889821,0.794157852517078,0.600577984692775,0.998967007800593,0.0001137863100036,0.467198443253399,0.217619855283206,6160000000.0,0.0004420918340228,0.382670168771655,0.533307893589185
14,0.604682899860406,0.819715357306136,0.604685855950648,0.999052974936651,9370000000.0,0.47876668092566,0.217652245883274,723000000.0,0.0004737339905785,0.383024104914124,0.57582860880942
15,0.621768957574094,0.815418713855725,0.621773159025065,0.999096882882487,0.0003237821829371,0.472093471897201,0.217583751428197,830000000.0,0.000469242201793,0.387662531202265,0.57108591365024
16,0.606524037213732,0.810421134587852,0.60652358782917,0.998996472343194,0.000179814748024,0.462196052775052,0.217678188892323,7030000000.0,0.0004585617262363,0.375759099884505,0.560237679895334
17,0.618451695960642,0.826642041201762,0.618450828060364,0.999118836855405,0.000248734098392,0.470061984684163,0.217614048137409,6960000000.0,0.0004717625943893,0.381198539547707,0.590438290449193
18,0.598344963815982,0.806263914593922,0.598343879271826,0.998988615131833,5630000000.0,0.468443169522659,0.217588563063285,6340000000.0,0.0004610322100683,0.386908088372266,0.559801569995639
19,0.636255941104293,0.802551849429409,0.636258810302829,0.999041651308515,0.0006113701432817,0.465163600983032,0.217571523238334,6250000000.0,0.0004455604931405,0.378497447934131,0.543720017444396
20,0.622177190502606,0.80463901213129,0.622176739359172,0.999065454037047,0.0003630985908652,0.488241362824287,0.217582321211147,6460000000.0,0.0004456104019047,0.379382288290302,0.545573484518099
21,0.607441437204051,0.814011882705804,0.607446057164272,0.9990299810387,0.0001609659995173,0.470644087130839,0.217614423113109,6560000000.0,0.0004663974022288,0.386777690846094,0.564489751417357
22,0.618933170888902,0.808976427196184,0.618933683102956,0.99905863675072,0.0003166127203149,0.470652474774163,0.217649889841265,5750000000.0,0.0004669713530181,0.387429678476957,0.563672045355429
23,0.60950797029125,0.798103629260323,0.609507199584889,0.999052397200522,0.0001717201934506,0.464264445618715,0.217597831267977,6900000000.0,0.000443189826837,0.386665921537946,0.548135630178805
24,0.602951507675502,0.803444645412305,0.602956225947333,0.999024781413535,94100000.0,0.464603306408998,0.217591669056694,6140000000.0,0.0004575385965685,0.390736187176335,0.561382468382032
25,0.61176057498546,0.772908884661082,0.611762925380879,0.998925064157597,0.0003359240147973,0.466873002692434,0.217574370398959,5490000000.0,0.0003974983531355,0.380760776424127,0.503652420409943
26,0.626543379975513,0.812973644132776,0.626544055117543,0.999099309374231,0.0003980208120249,0.471058436711037,0.217590238839644,6580000000.0,0.0004541697549794,0.384495734138072,0.563617531617968
27,0.609732634895143,0.830176405307051,0.609737816918664,0.999111788474626,0.0001157521304,0.495880828363655,0.217607235525798,6640000000.0,0.000458861178822,0.390475392123989,0.593054949847362
28,0.60202703572325,0.812100285489518,0.602026549820551,0.998982375581636,0.0001259281418637,0.473888427568506,0.217600631971435,5980000000.0,0.0004609823013041,0.386423754703625,0.563944614042739
29,0.599110128995664,0.750430839246873,0.599115005981637,0.998972554067436,8480000000.0,0.460246764466588,0.217575505281166,654000000.0,0.0004179859008739,0.369136768376737,0.470235499345835
30,0.599983643746719,0.787081562191271,0.599987027774975,0.998908887545973,0.0001624692739381,0.458983585382015,0.217611038376702,6430000000.0,0.0004178112201989,0.370291717894266,0.536033580462276
31,0.618863898106974,0.79602266635259,0.618868821977832,0.999014035521528,0.0003602076785175,0.463209280088574,0.217626017494488,567000000.0,0.0004442129565048,0.382455944264372,0.544483209768862
32,0.601169105247346,0.8141021444053,0.601168941610574,0.99899993875997,9040000000.0,0.464459038943828,0.217595989573167,6960000000.0,0.0004503018257474,0.378478819716106,0.570704317488007
33,0.603473884875947,0.80292347799953,0.603475114948327,0.998943551713739,0.0001837463888168,0.465754091073031,0.217593198824816,6760000000.0,0.0004520985412616,0.381068142021534,0.544755778456171
34,0.599106614743203,0.803065744296262,0.599107799189957,0.998995316870935,6190000000.0,0.463652147656073,0.217603568728023,6140000000.0,0.0004332579827446,0.376550799150553,0.550915830789359
35,0.614277214245679,0.811257383194871,0.614278095677366,0.998973362898017,0.0003272512777543,0.466757253214564,0.217554728972691,751000000.0,0.0004516992711473,0.37577772810253,0.564544265154819
36,0.622697744958895,0.784384878843847,0.622702835151847,0.998997396721001,0.0004354870360504,0.463940682586414,0.217611552723901,7460000000.0,0.0004155653258061,0.379633769233635,0.516354121238552
